source_line,section,spec_text,section_status,evidence
343,5,- view_audit_log,Implemented core; advanced UI partial,accounts; workspaces/policies.py; tests/test_api.py
345,5,Use a permission service/policy layer on the backend.,Implemented core; advanced UI partial,accounts; workspaces/policies.py; tests/test_api.py
347,5,Frontend permission hiding is convenience only and MUST NOT be security enforcement.,Implemented core; advanced UI partial,accounts; workspaces/policies.py; tests/test_api.py
349,5,---,Implemented core; advanced UI partial,accounts; workspaces/policies.py; tests/test_api.py
351,6,# 6. WORKSPACES AND BRAND SCOPE,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
353,6,Implement:,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
355,6,## Workspace,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
357,6,- id,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
358,6,- name,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
359,6,- slug,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
360,6,- description,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
361,6,- active,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
362,6,- created_by,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
363,6,- timestamps,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
365,6,## WorkspaceMembership,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
367,6,- workspace,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
368,6,- user,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
369,6,- role,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
370,6,- active,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
371,6,- joined_at,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
373,6,"Unique `(workspace, user)`.",Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
375,6,## Brand,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
377,6,- workspace,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
378,6,- name,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
379,6,- slug,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
380,6,- logo,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
381,6,- active,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
382,6,- metadata,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
384,6,## Brand access restrictions,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
386,6,A workspace member can optionally be restricted to selected brands.,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
388,6,Manager/platform admin can configure brand restrictions.,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
390,6,All business queries must pass through a clear workspace/brand scope mechanism.,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
392,6,Never trust `workspace_id` supplied by the frontend without verifying membership.,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
394,6,Add tests proving users cannot access records from another workspace or unauthorized brand.,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
396,6,---,Implemented and isolation tested,workspaces; common/serializers.py; tests/test_api.py
398,7,# 7. CATALOG,Catalog persistence/UI implemented,catalog; resources.py
400,7,Implement catalog entities:,Catalog persistence/UI implemented,catalog; resources.py
402,7,- Brand,Catalog persistence/UI implemented,catalog; resources.py
403,7,- Product,Catalog persistence/UI implemented,catalog; resources.py
404,7,- Campaign,Catalog persistence/UI implemented,catalog; resources.py
405,7,- Platform,Catalog persistence/UI implemented,catalog; resources.py
406,7,- Project if useful after auditing legacy behavior,Catalog persistence/UI implemented,catalog; resources.py
407,7,- Tag,Catalog persistence/UI implemented,catalog; resources.py
408,7,- Taxonomy,Catalog persistence/UI implemented,catalog; resources.py
409,7,- AttributeValue,Catalog persistence/UI implemented,catalog; resources.py
410,7,- NamingTemplate,Catalog persistence/UI implemented,catalog; resources.py
412,7,Platforms initially include:,Catalog persistence/UI implemented,catalog; resources.py
414,7,- Meta,Catalog persistence/UI implemented,catalog; resources.py
415,7,- TikTok,Catalog persistence/UI implemented,catalog; resources.py
416,7,- YouTube,Catalog persistence/UI implemented,catalog; resources.py
417,7,- Google Ads,Catalog persistence/UI implemented,catalog; resources.py
418,7,- Snapchat,Catalog persistence/UI implemented,catalog; resources.py
419,7,- Pinterest,Catalog persistence/UI implemented,catalog; resources.py
420,7,- LinkedIn,Catalog persistence/UI implemented,catalog; resources.py
421,7,- Other,Catalog persistence/UI implemented,catalog; resources.py
423,7,Products and campaigns belong to a workspace/brand.,Catalog persistence/UI implemented,catalog; resources.py
425,7,Use archive/deactivate semantics where deleting would break history.,Catalog persistence/UI implemented,catalog; resources.py
427,7,---,Catalog persistence/UI implemented,catalog; resources.py
429,8,# 8. REQUEST WORKFLOW,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
431,8,## CreativeRequest,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
433,8,Core fields:,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
435,8,- UUID,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
436,8,"- human-readable code, e.g. `REQ-2026-000123`",Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
437,8,- workspace,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
438,8,- brand,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
439,8,- product optional,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
440,8,- campaign optional,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
441,8,- requester,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
442,8,- primary owner optional,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
443,8,- title,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
444,8,- objective,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
445,8,- details,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
446,8,- priority,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
447,8,- due_date,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
448,8,- status,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
449,8,- requested platforms,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
450,8,- timestamps,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
451,8,- completed_at,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
452,8,- published_at where relevant,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
454,8,Preserve request statuses:,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
456,8,```text,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
457,8,new,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
458,8,assigned,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
459,8,in_production,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
460,8,ready_for_review,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
461,8,changes_requested,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
462,8,approved,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
463,8,published,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
464,8,refresh_requested,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
465,8,```,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
467,8,## RequestDeliverable,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
469,8,A request may contain multiple deliverables.,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
471,8,Fields may include:,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
473,8,- request,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
474,8,- sequence,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
475,8,- title,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
476,8,- creative_type,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
477,8,- platform,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
478,8,- format/aspect ratio,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
479,8,- quantity,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
480,8,- duration target,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
481,8,- requirements,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
482,8,- assigned_editor,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
483,8,- due date,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
484,8,- status,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
485,8,- linked creative(s),Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
487,8,Unique sequence per request.,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
489,8,## Source materials,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
491,8,Implement:,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
493,8,- RequestSourceMaterial,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
494,8,- SourceMaterialUsage,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
496,8,Allow:,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
497,8,- link,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
498,8,- uploaded file,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
499,8,- Drive file,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
500,8,- text note/reference,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
502,8,Track which creative/version used each source item.,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
504,8,## Workflow rules,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
506,8,Transitions must be explicit and validated.,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
508,8,Do not allow arbitrary status mutation.,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
510,8,Create a workflow service/state machine with:,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
511,8,- allowed transitions;,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
512,8,- actor/permission validation;,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
513,8,- transition timestamps;,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
514,8,- audit entry;,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
515,8,- notification generation.,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
517,8,---,Core workflow tested,requests_app/services.py; e2e/journeys.spec.ts
519,9,# 9. PRODUCTION BOARD AND MY TASKS,Core board/tasks; advanced filters partial,frontend/src/App.tsx
521,9,## Board,Core board/tasks; advanced filters partial,frontend/src/App.tsx
523,9,Provide a clean Kanban view over real workflow data.,Core board/tasks; advanced filters partial,frontend/src/App.tsx
525,9,Do not duplicate the source of truth just to render a board.,Core board/tasks; advanced filters partial,frontend/src/App.tsx
527,9,"If custom boards are retained, model them cleanly, but request/deliverable status remains authoritative.",Core board/tasks; advanced filters partial,frontend/src/App.tsx
529,9,Views:,Core board/tasks; advanced filters partial,frontend/src/App.tsx
531,9,- Production Board,Core board/tasks; advanced filters partial,frontend/src/App.tsx
532,9,- My Tasks,Core board/tasks; advanced filters partial,frontend/src/App.tsx
533,9,- Waiting for Review,Core board/tasks; advanced filters partial,frontend/src/App.tsx
534,9,- Due Soon,Core board/tasks; advanced filters partial,frontend/src/App.tsx
535,9,- Overdue,Core board/tasks; advanced filters partial,frontend/src/App.tsx
536,9,- Recently Approved,Core board/tasks; advanced filters partial,frontend/src/App.tsx
538,9,Role behavior:,Core board/tasks; advanced filters partial,frontend/src/App.tsx
